,form,lemma
2647,De er en sterkt sammensveiset gruppe og har lite eller intet fellesskap med andre kristne .,de være en sterk sammensveiset gruppe og ha lite eller ingen fellesskap med annen kristen $.
2648,Hamas er i endring |,Hamas være i endring $|
2649,Avstand til Al-Qaida .,avstand til Al-Qaida $.
2650,Vikende front .,vike front $.
2651,Hamas har uskyldig israelsk blod på hendene både på grunn av selvmordsaksjoner og rakettangrep .,Hamas ha uskyldig israelsk blod på hånd både på grunn av selvmordsaksjon og rakettangrep $.
2652,Men å omtale organisasjonens aktivitet bare som terror er upresist .,men å omtale organisasjon aktivitet bare som terror være upresis $.
2653,I 2007 gikk bilder av den smilende BBC-journalisten Alan Johnston side om side med Hamas-leder Ismail Haniyeh verden rundt .,i 2007 gå bilde av den smile BBC-journalist Alan Johnston side om side med Hamas-leder Ismail Haniyeh verden rundt $.
2654,Etter 16 ukers fangenskap ga Johnston det vestlig boikottede Hamas æren for løslatelsen .,etter 16 uke fangenskap gi Johnston det vestlig boikotte Hamas ære for løslatelse $.
2655,Denne episoden er en av flere indikasjoner på at Hamas har potensial til å bli et moderne islamsk parti som ikke er fremmed for demokratiske spilleregler .,denne episode være en av mange indikasjon på at Hamas ha potensial til å bli en moderne islamsk parti som ikke være fremmed for demokratisk spilleregel $.
2656,"Ifølge professor Hilde Henriksen Waage , Midtøsten-ekspert ved Universitetet i Oslo , har Hamas siden 2000 ikke minst vandret i retning av å anerkjenne en tostatsløsning og Israels eksistens .","ifølge professor Hilde Henriksen Waage $, Midtøsten-ekspert ved Universitetet i Oslo $, ha Hamas siden 2000 ikke liten vandre i retning av å anerkjenne en tostatsløsning og Israel eksistens $."
2657,"Bevisene er deres deltagelse i lokalvalg i 2005 , parlamentsvalg året etter og Mekka-avtalen med Fatah .","bevis være deres deltagelse i lokalvalg i 2005 $, parlamentsvalg år etter og Mekka-avtale med Fatah $."
2658,Hamas har også vist endringsvilje når det gjelder selvmordsaksjoner .,Hamas ha også vise endringsvilje når det gjelde selvmordsaksjon $.
2659,Slik terror har vært et mørkt kapittel i Hamas' historie og har krevd om lag 400 israelske liv .,slik terror ha være en mørk kapittel i Hamas historie og ha kreve om lag 400 israelsk liv $.
2660,"Men aksjonsformen har vært kontroversiell innad i Hamas , ifølge forskeren Khalid Hroub , tidligere tilknyttet Cambridge University .","men aksjonsform ha være kontroversiell innad i Hamas $, ifølge forsker Khalid Hroub $, tidlig tilknytte Cambridge University $."
2661,I 2005 besluttet omsider bevegelsen å innstille selvmordsterroren og delta i ordinær palestinsk politikk .,i 2005 beslutte omsider bevegelse å innstille selvmordsterror og delta i ordinær palestinsk politikk $.
2662,Den norske terroreksperten Thomas Hegghammer ved Forsvarets forskningsinstitutt har i tillegg påpekt at Hamas bestandig har holdt avstand til internasjonale terrororganisasjoner som Al-Qaida .,den norsk terrorekspert Thomas Hegghammer ved Forsvarets forskningsinstitutt ha i tillegg påpeke at Hamas bestandig ha holde avstand til internasjonal terrororganisasjon som Al-Qaida $.
2663,"Et annet punkt der det internasjonale samfunn rettmessig krever endring fra Hamas-ledelsen , er organisasjonens charter , som delvis er antisemittisk .","en annen punkt der det internasjonal samfunn rettmessig kreve endring fra Hamas-ledelse $, være organisasjon charter $, som delvis være antisemittisk $."
2664,Hamas har gitt omverdenen grunn til optimisme .,Hamas ha gi omverden grunn til optimisme $.
2665,Ifølge den israelske avisen Jerusalem Post er det diskutert en moderering av charteret ved å fjerne de antisemittiske elementene .,ifølge den israelsk avis Jerusalem Post være det diskutere en moderering av charter ved å fjerne de antisemittisk element $.
2666,"Norges kanskje fremste Hamas-ekspert , Are Hovdenak , fremholder at det moderate valgprogrammet som førte Hamas til brakseier i parlamentsvalget i januar 2006 , var et uttrykk for dette .","Norge kanskje fremre Hamas-ekspert $, Are Hovdenak $, fremholde at det moderat valgprogram som føre Hamas til brakseier i parlamentsvalg i januar 2006 $, være en uttrykk for dette $."
2667,"Det bekymringsverdige i Hovdenaks øyne er at moderasjonsprosessen i Hamas har vært på vikende front det siste året fordi de vestlige land , med Norge som unntak , fortsatte isolasjonen av Hamas selv etter Mekka-avtalen i 2007 .","det bekymringsverdig i Hovdenak øye være at moderasjonsprosess i Hamas ha være på vike front det sist år fordi de vestlig land $, med Norge som unntak $, fortsette isolasjon av Hamas selv etter Mekka-avtale i 2007 $."
2668,Avtalen resulterte i koalisjonsregjering mellom Hamas og Fatah og ble av Midtøsten-eksperter ansett for å være det tydeligste signal om at Hamas aksepterte Israel .,avtale resultere i koalisjonsregjering mellom Hamas og Fatah og bli av Midtøsten-ekspert anse for å være det tydelig signal om at Hamas akseptere Israel $.
2669,Hovdenak understreker at Vestens kalde skulder har svekket de moderate i Hamas og styrket de militante .,Hovdenak understreke at Vesten kald skulder ha svekke de moderat i Hamas og styrke de militant $.
2670,Den pågående krigen i Gaza kan gi de ekstreme elementene ytterligere vind i seilene .,den pågående krig i Gaza kunne gi de ekstrem element ytterligere vind i seil $.
2671,Moderasjonsprosessen må derfor videreføres .,moderasjonsprosess måtte derfor videreføre $.
2672,Da må utenriksminister Jonas Gahr Støre og den tidligere amerikanske presidenten Jimmy Carter lyttes til når de konstaterer at hverken Israel eller verdenssamfunnet har råd til å ekskludere Hamas som dialogpartner .,da måtte utenriksminister Jonas Gahr Støre og den tidlig amerikansk president Jimmy Carter lytte til når de konstatere at hverken Israel eller verdenssamfunn ha råd til å ekskludere Hamas som dialogpartner $.
2673,"For Hamas er en folkebevegelse , ikke bare en væpnet motstandsbevegelse , og kan derfor ikke knuses med militærmakt .","for Hamas være en folkebevegelse $, ikke bare en væpne motstandsbevegelse $, og kunne derfor ikke knuse med militærmakt $."
2674,"Det ukorrupte Hamas har i tiår bygget barnehager , skoler og sykehus for fattige , og bruker ifølge den amerikanske tankesmien Council on Foreign Relations 90 prosent av budsjettet på veldedig arbeid .","det ukorrupt Hamas ha i tiår bygge barnehage $, skole og sykehus for fattig $, og bruke ifølge den amerikansk tankesmie Council on Foreign Relations 90 prosent av budsjett på veldedig arbeid $."
2675,"Kontrasten er stor til det korrupte , vestligstøttede Fatah .","kontrast være stor til det korrupt $, vestligstøtte fatah $."
2676,"Fatah-leder Mahmoud Abbas kan ifølge Nils Butenschøn , direktør ved Norsk senter for menneskerettigheter , få et Quisling-stempel etter Gaza-krigen .","fatah-leder Mahmoud Abbas kunne ifølge Nils Butenschøn $, direktør ved Norsk senter for menneskerettighet $, få en Quisling-stempel etter Gaza-krig $."
2677,Det skjedde mens vi alle så på Gaza |,det skje mens vi all se på Gaza $|
2678,Flyktige blikk .,flyktig blikk $.
2679,"Det ble ikke bedre i Kongo , Sri Lanka , Somalia eller Burma .","det bli ikke god i Kongo $, Sri Lanka $, Somalia eller Burma $."
2680,Det var bare vårt flyktige blikk som fokuserte på Gaza .,det være bare vår flyktig blikk som fokusere på Gaza $.
2681,I romjulen fulgte vi alle den voldsomme starten på Israels bombardement av Hamas-mål på Gaza .,i romjul følge vi all den voldsom start på Israel bombardement av Hamas-mål på Gaza $.
2682,I de samme dagene ble fem hundre forsvarsløse sivile drept i Øst-Kongo på grensen mot Sudan .,i de samme dag bli fem hundre forsvarsløs sivil drepe i Øst-Kongo på grense mot Sudan $.
2683,"Denne terroren er del av en ny krig mellom regjeringsstyrker fra Uganda , Kongo og Sør Sudan og den Nord-ugandiske « Herrens Motstandsarme » som er i gang med en ny terrorkampanje mot sivile .","denne terror være del av en ny krig mellom regjeringsstyrke fra Uganda $, Kongo og Sør Sudan og den Nord-ugandisk $"" Herrens Motstandsarme $"" som være i gang med en ny terrorkampanje mot sivil $."
2684,Det har vært øredøvende stillhet rundt utbruddet av denne store krigen .,det ha være øredøvende stillhet rundt utbrudd av denne stor krig $.
2685,Den fjerde januar ble samtlige bombetokt og raketter registrert i og rundt vesle Gaza .,den fjerde januar bli samtlige bombetokt og rakett registrere i og rundt liten Gaza $.
2686,Derfor klarte en hel verden å overse at Sri Lankas regjering formelt opphevet våpenhvilen med de tamilske tigrene som ble inngått med norsk hjelp i 2002 .,derfor klare en hel verden å overse at Sri Lanka regjering formell oppheve våpenhvile med de tamilsk tiger som bli inngå med norsk hjelp i 2002 $.
2687,Samtidig dundret den srilankiske hæren løs på geriljakontrollerte områder med katastrofale konsekvenser for en allerede utpint sivilbefolkning .,samtidig dundre den srilankisk hær løs på geriljakontrollere område med katastrofal konsekvens for en allerede utpint sivilbefolkning $.
2688,"I Gaza , som i Sri Lanka , ønsker folkevalgte regjeringer å knuse motstandsbevegelser som har brukt avskyelig terror , men som også har folkelig støtte .","i Gaza $, som i Sri Lanka $, ønske folkevalgt regjering å knuse motstandsbevegelse som ha bruke avskyelig terror $, men som også ha folkelig støtte $."
2689,Begge steder begår regjeringsarmeene omfattende folkerettsbrudd .,begge sted begå regjeringsarmé omfattende folkerettsbrudd $.
2690,Begge steder forsøker man å holde internasjonal presse og andre vitner borte .,begge sted forsøke man å holde internasjonal presse og annen vitne borte $.
2691,Men der slutter også sammenligningen .,men der slutte også sammenligning $.
2692,Ethvert rakettnedslag i sanden i Israel eller i en bygning i Gaza blir internasjonale nyheter .,enhver rakettnedslag i sand i Israel eller i en bygning i Gaza bli internasjonal nyhet $.
2693,Hele byer som faller etter harde og blodige gateslag i Sri Lanka nevnes ikke .,hel by som falle etter hard og blodig gateslag i Sri Lanka nevne ikke $.
2694,"Den 13. januar fikk vi detaljerte rapporter om hvordan israelske tropper , i strid med all fornuft og alle normer , tok krigen inn i en Gaza by fylt med flyktninger , kvinner og barn .","den 13. januar få vi detaljert rapport om hvordan israelsk tropp $, i strid med all fornuft og all norm $, ta krig inn i en Gaza by fylle med flyktning $, kvinne og barn $."
2695,"Samme dag ble en ny fredsutsending , amerikanske Christopher Ross , utnevnt av FN til den uløste konflikten i Vest-Sahara .","samme dag bli en ny fredsutsending $, amerikansk Christopher Ross $, utnevne av FN til den uløst konflikt i Vest-Sahara $."
2696,"Både Marokko , som okkuperer Vest Sahara , og frigjøringsbevegelsen Polisario ønsket megleren velkommen .","både Marokko $, som okkupere Vest Sahara $, og frigjøringsbevegelse Polisario ønske megler velkommen $."
2697,"Men uten noen oppmerksomhet i mediene , i opinionen og blant utenrikspolitikere vil han ikke lykkes .","men uten noen oppmerksomhet i medium $, i opinion og blant utenrikspolitiker ville han ikke lykkes $."
2698,Den 15. januar fulgte vi enhver ny spekulasjon i det hektiske og tannløse diplomatiet for våpenhvile i Gaza .,den 15. januar følge vi enhver ny spekulasjon i det hektisk og tannløs diplomati for våpenhvile i Gaza $.
2699,Samme dag trakk etiopiske styrker seg ut av Somalias hovedstad etter et mislykket forsøk på å temme det lovløse landet som nå igjen overlates til borgerkrig mellom klanledere og krigsherrer .,samme dag trekke etiopisk styrke seg ut av Somalia hovedstad etter en mislykket forsøk på å temme det lovløs land som nå igjen overlate til borgerkrig mellom klanleder og krigsherre $.
2700,Uten FN-styrker ser vi frem mot fortsatte somaliske lidelser og en frihavn for pirater og terrorister .,uten FN-styrke se vi frem mot fortsette somalisk lidelse og en frihavn for pirat og terrorist $.
2701,16000 sivile er trolig drept i Somalia siden Etiopia med USAs velsignelse invaderte landet tidlig i 2007 .,16000 sivil være trolig drepe i Somalia siden Etiopia med USA velsignelse invadere land tidlig i 2007 $.
2702,"Det er i dag landet uten håp , uten fremtid , uten internasjonal hjelp - og uten oppmerksomhet .","det være i dag land uten håp $, uten fremtid $, uten internasjonal hjelp $- og uten oppmerksomhet $."
2703,Listen kunne gjøres mye lengre .,liste kunne gjøre mye lang $.
2704,Mens vi alle fokuserte på Midtøsten og Wall Street kunne militærregimet befeste sitt vanstyre i Burma .,mens vi all fokusere på Midtøsten og Wall Street kunne militærregime befeste sin vanstyre i Burma $.
2705,Ingen husker lengre at ulike hovedsteder lovet økt press for en demokratisk løsning etter munkeopprøret i 2007 og syklonen i 2008 .,ingen huske lenge at ulik hovedstad love øke press for en demokratisk løsning etter munkeopprør i 2007 og syklon i 2008 $.
2706,Generalene slipper unna med mord fordi ingen fokuserer på det som skjer i Burma .,general slippe unna med mord fordi ingen fokusere på det som skje i Burma $.
2707,"Håpet for palestinere , israelere og Midtøstens folk for øvrig er at stor oppmerksomhet kan gi , til slutt , et effektivt press på parter som skaper elendighet for seg selv og sine naboer .","håp for palestiner $, israeler og Midtøsten folk for øvrig være at stor oppmerksomhet kunne gi $, til slutt $, en effektiv press på part som skape elendighet for seg selv og sin nabo $."
2708,"Men , de glemte konfliktene fortjener også vår oppmerksomhet .","men $, de glemme konflikt fortjene også vår oppmerksomhet $."
2709,Når ord forandrer verden |,når ord forandre verden $|
2710,Forgjengerne .,forgjenger $.
2711,Liberaliseringsbølgen .,liberaliseringsbølge $.
2712,De store norske .,de stor norsk $.
2713,Carl J. Hambro .,Carl J. Hambro $.
2714,Betydning .,betydning $.
2715,Barack Obama er en stor taler .,Barack Obama være en stor taler $.
2716,"Men vil han bli husket for noe annet enn « Yes , we can » og at han var USAs første , svarte president ?","men ville han bli huske for noen annen enn $"" Yes $, we can $"" og at han være USA første $, svare president $?"
2717,Også her hjemme har taler forandret historien .,også her hjemme ha tale forandre historie $.
2718,"Men det er det som kommer etterpå , som ofte betyr mest .","men det være det som komme etterpå $, som ofte bety mye $."
2719,"« Barack Obama hot sauce » i en souvenirbutikk på Union Station i Washington DC tirsdag , dagen da Obama tok over presidentvervet i USA .","$"" Barack Obama hot sauce $"" i en souvenirbutikk på Union Station i Washington DC tirsdag $, dag da Obama ta over presidentverv i USA $."
2720,Påskriften « Heat We Believe In » er utledet av Obamas valgkampslagord « Change We Believe In » .,"påskrift $"" Heat We Believe In $"" være utlede av Obama valgkampslagord $"" Change We Believe In $"" $."
2721,Det er en risikosport å sammenligne store taler holdt gjennom historien .,det være en risikosport å sammenligne stor tale holde gjennom historie $.
2722,For ingen husker dem likt og som regel huskes bare enkelte bruddstykker av det som virkelig ble sagt .,for ingen huske de lik og som regel huske bare enkelt bruddstykke av det som virkelig bli si $.
2723,"Like ofte dømmes ikke en tale på sin egentlige kvalitet , men på det som kommer etterpå .","like ofte dømme ikke en tale på sin egentlig kvalitet $, men på det som komme etterpå $."
2724,Ville vi husket Neville Chamberlains « peace in our time » hvis ikke Hitler hadde gått inn i Polen umiddelbart etterpå ?,"ville vi huske Neville Chamberlain $"" peace in our time $"" hvis ikke Hitler ha gå inn i Polen umiddelbar etterpå $?"
2725,"Selv Barack Obamas « Yes , we can » kan få en kort levetid i historiens hukommelse hvis det skulle vise seg at Obama ikke makter å leve opp til de store forventningene både USA og verden forøvrig har til ham .","selv Barack Obama $"" Yes $, we can $"" kunne få en kort levetid i historie hukommelse hvis det skulle vise seg at Obama ikke makte å leve opp til de stor forventning både USA og verden forøvrig ha til han $."
2726,"Hans store talegaver har gjort Obamas fallhøyde større , ikke mindre .","hans stor talegave ha gjøre Obama fallhøyde stor $, ikke liten $."
2727,For alle politikeres store taler måles mot det som oppnås i etterhånd .,for all politiker stor tale måle mot det som oppnå i etterhånd $.
2728,Obama har store forgjengere i USAs moderne historie .,Obama ha stor forgjenger i USA moderne historie $.
2729,"Kennedys « Spør ikke hva Amerika kan gjøre for deg , men hva du kan gjøre for Amerika » er blitt stående fjellstøtt .","Kennedy $"" spørre ikke hva Amerika kunne gjøre for du $, men hva du kunne gjøre for Amerika $"" være bli stå fjellstøtt $."
2730,Det samme har « Ich bin ein Berliner » på 15-års dagen for den britisk-amerikanske luftbroen til Berlin i 1963 .,"det samme ha $"" Ich bin ein Berliner $"" på 15-års dag for den britisk-amerikansk luftbro til Berlin i 1963 $."
2731,"Per Egil Hegge hevdet riktignok at Kennedy med sitt ordvalg sa « Jeg er en Berliner-bolle » og at han burde innskrenket seg til « Ich bin Berliner » , men der tok Hegge til en forandring feil .","Per Egil Hegge hevde riktignok at Kennedy med sin ordvalg si $"" jeg være en Berliner-bolle $"" og at han burde innskrenke seg til $"" Ich bin Berliner $"" $, men der ta Hegge til en forandring feil $."
2732,"I Hegges versjon ville riktignok Kennedy kommet fra Berlin , men han ville ikke båret på Berlins sjel og historie .","i Hegge versjon ville riktignok Kennedy komme fra Berlin $, men han ville ikke bære på Berlin sjel og historie $."
2733,Og berlinerne forsto ham .,og berliner forstå han $.
2734,"I disse finanskrisetider bør Franklin D. Roosevelt huskes for sitt « Vi har intet å frykte bortsett fra frykten selv , og vi har ingen tid å miste » .","i disse finanskrisetid burde Franklin D. Roosevelt huske for sin $"" vi ha intet å frykte bortse fra frykt selv $, og vi ha ingen tid å miste $"" $."
2735,Ordene falt midt under den verste depresjonen i 30-årene og er blitt stående som en bauta over Roosevelts optimisme og fremtidstro ( til tross for at depresjonen ikke ble stanset før krigsinvesteringene dro USA opp fra sølen ) .,ord falle midt under den vond depresjon i 30-år og være bli stå som en bauta over Roosevelt optimisme og fremtidstro $( til tross for at depresjon ikke bli stanse før krigsinvestering dra USA opp fra søle $) $.
2736,Hans berømte « samtaler ved peisen » var kanskje Roosevelts viktigste våpen for å holde amerikanernes mot oppe .,"hans berømme $"" samtale ved peis $"" være kanskje Roosevelt viktig våpen for å holde amerikaner mot oppe $."
2737,"Det var en slik « samtale » , etter at amerikanerne i dagevis hadde tømt bankene for innskudd , som fikk innskyterne til å sette pengene tilbake på konto neste dag .","det være en slik $"" samtale $"" $, etter at amerikaner i dagevis ha tømme bank for innskudd $, som få innskyter til å sette penge tilbake på konto neste dag $."
2738,Vi kunne trengt en like beroligende tale her hjemme mens vi venter på innholdet i Kristin Halvorsens redningspakke i morgen .,vi kunne trenge en like beroligende tale her hjemme mens vi vente på innhold i Kristin Halvorsen redningspakke i morgen $.
2739,Ronald Reagan skal også hentes frem i anledning finanskrisen .,Ronald Reagan skulle også hente frem i anledning finanskrise $.
2740,Som Margaret Thatcher i Storbritannia og Kåre Willoch i Norge var Reagan mannen bak den kraftige økonomiske liberaliseringsbølgen som begynte med 80-årene i den vestlige verden .,som Margaret Thatcher i Storbritannia og Kåre Willoch i Norge være Reagan mann bak den kraftig økonomisk liberaliseringsbølge som begynne med 80-år i den vestlig verden $.
2741,Historiens ironi innhenter ham nå .,historie ironi innhente han nå $.
2742,For i sin tiltredelsestale i 1981 slo han bastant fast at « regjeringen er problemet og ikke løsningen » på USAs problemer .,"for i sin tiltredelsestale i 1981 slå han bastant fast at $"" regjering være problem og ikke løsning $"" på USA problem $."
2743,"Men i det minste ga han Barack Obama et gratis , om enn utilsiktet , stikk :","men i det liten gi han Barack Obama en gratis $, om enn utilsiktet $, stikk $:"
2744,« Verden har forandret seg og vi må forandre oss med den » .,"$"" verden ha forandre seg og vi måtte forandre vi med den $"" $."
2745,I øyeblikket ser det ut til at regjeringen nettopp er løsningen .,i øyeblikk se det ut til at regjering nettopp være løsning $.
2746,Reagan vil også bli husket for « det ondes imperium » og « historiens søppelhaug » .,"Reagan ville også bli huske for $"" det ond imperium $"" og $"" historie søppelhaug $"" $."
2747,"Og for sine mange kvikkheter , blant annet den til operasjonslegen etter at han var blitt skutt ned :","og for sin mange kvikkhet $, blant annen den til operasjonslege etter at han være bli skyte ned $:"
2748,« Jeg håper du er republikaner . »,"$"" jeg håpe du være republikaner $. $"""
2749,I Storbritannia står utvilsomt Winston Churchill som den største blant alle de store talere øyriket har frembrakt .,i Storbritannia stå utvilsom Winston Churchill som den stor blant all de stor taler øyrike ha frembringe $.
2750,"Allerede i sin første tale som statsminister i 1940 falt ordene som i dag , 69 år etter , huskes i hver krok :","allerede i sin første tale som statsminister i 1940 falle ord som i dag $, 69 år etter $, huske i hver krok $:"
2751,"« Jeg har intet annet å tilby enn blod , arbeid , tårer og svette . »","$"" jeg ha ingen annen å tilby enn blod $, arbeid $, tåre og svette $. $"""
2752,"Senere kom « ... har så mange hatt så få å takke for så mye » og enda senere , i Fulton i USA i 1946 , talen som ga verden begrepet « iron curtain » , « jernteppet » som delte Europa i to etter verdenskrigen .","sen komme $"" $... ha så mange ha så få å takke for så mye $"" og enda sen $, i Fulton i USA i 1946 $, tale som gi verden begrep $"" iron curtain $"" $, $"" jernteppe $"" som dele Europa i to etter verdenskrig $."
2753,Vi er ikke uten store talere her hjemme heller .,vi være ikke uten stor taler her hjemme heller $.
2754,"To år etter at Churchill holdt sin Fulton-tale , gikk Einar Gerhardsen i februar 1948 på talerstolen foran Arbeiderpartiets lokallag på Kråkerøy i Fredrikstad .","to år etter at Churchill holde sin Fulton-tale $, gå Einar Gerhardsen i februar 1948 på talerstol foran Arbeiderpartiet lokallag på Kråkerøy i Fredrikstad $."
2755,To dager tidligere hadde kommunistene grepet makten i Tsjekkoslovakia .,to dag tidlig ha kommunist gripe makt i Tsjekkoslovakia $.
2756,For alle praktiske formål stemplet Gerhardsen norske kommunister som landsforrædere som sto klare til å løpe Sovjetunionens ærend .,for all praktisk formål stemple Gerhardsen norsk kommunist som landsforræder som stå klar til å løpe Sovjetunionen ærend $.
2757,Med den kom jernteppet til Norge .,med den komme jernteppe til Norge $.
2758,Dagen etter gikk 15000 i protesttog mot kuppet i Tsjekkoslovakia .,dag etter gå 15000 i protesttog mot kupp i Tsjekkoslovakia $.
2759,"Senere fulgte en massiv pressehets , hemmelig overvåking , kommunistene var for mange tiår fremover stigmatisert i norsk politikk .","sen følge en massiv pressehets $, hemmelig overvåking $, kommunist være for mange tiår fremover stigmatisere i norsk politikk $."
2760,"Men om ikke talen var av Gerhardsens beste , tjente den sin hensikt .","men om ikke tale være av Gerhardsen god $, tjene den sin hensikt $."
2761,Norge kom med i Nato og kommunistene var knust som politisk maktfaktor i landet .,Norge komme med i NATO og kommunist være knuse som politisk maktfaktor i land $.
2762,"Men i de fleste av sine taler var det ikke maktpolitikeren Gerhardsen slapp frem , men landsfaderen .","men i de mange av sin tale være det ikke maktpolitiker Gerhardsen slippe frem $, men landsfader $."
2763,"Han talte ikke til sine tilhørere , men med dem , stemmen var rolig og fortrolig , inntrengende og intim , mener Gerhardsens tilhengere .","han tale ikke til sin tilhører $, men med de $, stemme være rolig og fortrolig $, inntrengende og intim $, mene Gerhardsen tilhenger $."
2764,"Snarere innsmigrende , sier hans motstandere .","snar innsmigre $, si hans motstander $."
2765,"Noen taler mer stillfarent enn andre , som Francis Bull for sine medfanger på Grini .","noen tale mye stillfaren enn annen $, som Francis Bull for sin medfange på Grini $."
2766,"Noen tar i så det holder , som Martin Tranmæl gjorde det da han i en typisk krafttale i 1912 brukte uttrykket « dynamitt i borehullene » .","noen ta i så det holde $, som Martin Tranmæl gjøre det da han i en typisk krafttale i 1912 bruke uttrykk $"" dynamitt i borehull $"" $."
2767,Uttrykket kunne oppfattes som en klar advarsel om at streikende arbeidere kunne tenkes å etterlate seg dynamitt i borehullene for å stoppe ethvert forsøk på streikebryteri .,uttrykk kunne oppfatte som en klar advarsel om at streike arbeider kunne tenke å etterlate seg dynamitt i borehull for å stoppe enhver forsøk på streikebryteri $.
2768,Debatten raste i uker og måneder etter talen .,debatt rase i uke og måned etter tale $.
2769,Både før og etter krigen har Norge hatt gode talere .,både før og etter krig ha Norge ha god taler $.
2770,De fleste vil huske Jan P. Syse og hans « Arbeiderpartiet stjeler klærne våre mens vi bader » og en serie av andre glitrende formuleringer .,"de mange ville huske Jan P. Syse og hans $"" Arbeiderpartiet stjele klær vår mens vi bade $"" og en serie av annen glitrende formulering $."
2771,For det var det han var .,for det være det han være $.
2772,"Glitrende , humoristisk , aldri aggressiv , ofte perfid , men aldri ondskapsfull .","glitrende $, humoristisk $, aldri aggressiv $, ofte perfid $, men aldri ondskapsfull $."
2773,Best var han som festtaler .,god være han som festtaler $.
2774,"Eller Einar Førde , både perfid og ondskapsfull , som i aksjemarkedets tørkeår før oppturen i 80-årene ikke ville « bære havre til en død hest » .","eller Einar Førde $, både perfid og ondskapsfull $, som i aksjemarked tørkeår før opptur i 80-år ikke ville $"" bære havre til en død hest $"" $."
2775,"Uten Einar Førde ville det blitt vanskeligere enn det viste seg å bli for Gro Harlem Brundtland å tilpasse Arbeiderpartiet til den nye , markedsorienterte tid .","uten Einar Førde ville det bli vanskelig enn det vise seg å bli for Gro Harlem Brundtland å tilpasse Arbeiderpartiet til den ny $, markedsorientert tid $."
2776,Jan P. Syse og Einar Førde er de eneste jeg kan huske som maktet å få selv Presselosjens julebord til å tie mellom lattersalvene .,Jan P. Syse og Einar Førde være de eneste jeg kunne huske som makte å få selv Presselosjen julebord til å tie mellom lattersalve $.
2777,"Skulle jeg tvinges til å utpeke Norges største taler i moderne tid , må det bli Carl J. Hambro .","skulle jeg tvinge til å utpeke Norge stor taler i moderne tid $, måtte det bli Carl J. Hambro $."
2778,"De fleste av hans taler har jeg bare lest , noen få av dem også hørt i opptak .","de mange av hans tale ha jeg bare lese $, noen få av de også høre i opptak $."
2779,"Han var klassisk , bergensk veltalende , kunne kaste seg ut i de villeste omveier og digresjoner , men kom alltid ned nøyaktig der han hadde forlatt setningen sist for så å avslutte den grammatisk korrekt .","han være klassisk $, bergensk veltalende $, kunne kaste seg ut i de vill omvei og digresjon $, men komme alltid ned nøyaktig der han ha forlate setning sist for så å avslutte den grammatisk korrekt $."
2780,"Kanskje var han i overkant veltalende , men han sto som en påle også på substans og mot .","kanskje være han i overkant veltalende $, men han stå som en påle også på substans og mot $."
2781,Etter Chamberlain og München-avtalen var gleden påfallende stor i Norge .,etter Chamberlain og München-avtale være glede påfallende stor i Norge $.
2782,Mange mente Chamberlain fortjente Nobels fredspris .,mange mene Chamberlain fortjene Nobels fredspris $.
2783,Hambro kalte München-avtalen « en voldshandling uten sidestykke i den siviliserte historie » .,"Hambro kalle München-avtale $"" en voldshandling uten sidestykke i den sivilisere historie $"" $."
2784,Gjennom en årrekke var han Norges og Folkeforbundets samvittighet .,gjennom en årrekke være han Norge og Folkeforbundet samvittighet $.
2785,Sin største og trolig viktigste tale holdt han under det store oppgjøret om 9.april i Odelstinget høsten 1948 .,sin stor og trolig viktig tale holde han under det stor oppgjør om 9.april i Odelstinget høst 1948 $.
2786,"Fire forslag forelå , alle med til dels besk kritikk av Arbeiderpartiets politikk i årene før og delvis også under 9.april .","fire forslag foreligge $, alle med til del besk kritikk av Arbeiderpartiet politikk i år før og delvis også under 9.april $."
2787,Etter Hambros tale ble alle fire trukket tilbake .,etter Hambro tale bli all fire trekke tilbake $.
2788,Hambro sluttet sitt innlegg slik :,Hambro slutte sin innlegg slik $:
2789,« de gjorde det så godt de kunne .,"$"" de gjøre det så god de kunne $."
2790,"Deri ligger deres unnskyldning , og deri ligger deres dom . »","deri ligge deres unnskyldning $, og deri ligge deres dom $. $"""
2791,"Mesterlig , og effektivt .","mesterlig $, og effektiv $."
2792,Det var mer enn noen andre Hambro som hindret at oppgjøret skulle bli liggende som en mørk sky over det politiske liv i Norge i tiår fremover .,det være mye enn noen annen Hambro som hindre at oppgjør skulle bli ligge som en mørk sky over det politisk liv i Norge i tiår fremover $.
2793,Jeg tenkte på Hambro da Barack Obama holdt sin tiltredelsestale med Lincoln-monumentet midt imot .,jeg tenke på Hambro da Barack Obama holde sin tiltredelsestale med Lincoln-monument midt imot $.
2794,Og på Lincolns berømte ord :,og på Lincoln berømt ord $:
2795,"« With malice towards none , with charity to all . »","$"" With malice towards none $, with charity to all $. $"""
2796,Abraham Lincoln er ikke bare Obamas forbilde .,Abraham Lincoln være ikke bare Obama forbilde $.
2797,Han var også Hambros .,han være også Hambro $.
2798,Ha en god søndag !,ha en god søndag $!
2799,Papiravisens snarlige død ?,papiravis snarlig død $?
2800,I krisens skygge .,i krise skygge $.
2801,Fra vondt til verre .,fra vond til vond $.
2802,Uhyggelig tydelig .,uhyggelig tydelig $.
2803,Folk flest .,folk mange $.
2804,Kampen fortsetter .,kamp fortsette $.
2805,Behagelig samliv .,behagelig samliv $.
2806,Plattform likegyldig .,plattform likegyldig $.
2807,Innpakket i papir .,innpakket i papir $.
